Invoice No;Invoice Date;Party Name;City;State;Cat No;Product Description;Product Category;Quantity;Rate;Total Amt;Net Amount;TCS;Freight;Disc %;Adjustment Of Goods Return;LR No;LR Date;Transporter Name;Order No;PO No;Order Dt;Sales Person Name
JSC-01582/25-26;21.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;1823-047;GF/D 4.7CM 100/PK;461 GF Lab Catalogue;4;5829;23316;;;;42.00;0;283711324;21.07.2025;DELHIVERY LIMITED;SOP-01695/25-26;260810332;19.07.2025;Elumalai
JSC-01582/25-26;21.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;1825-047;GF/F 4.7CM 100/PK;461 GF Lab Catalogue;1;10092;10092;;;;42.00;0;283711324;21.07.2025;DELHIVERY LIMITED;SOP-01695/25-26;260810332;19.07.2025;Elumalai
JSC-01582/25-26;21.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;2800-258;THIMBLE ST 25x80MM 25/PK;469 CF Lab Catalogue Thimbles;1;9088.6;9088.6;;;;42.00;0;283711324;21.07.2025;DELHIVERY LIMITED;SOP-01695/25-26;260810332;19.07.2025;Elumalai
JSC-01582/25-26;21.07.2025;AIC SPECIALITIES;Chennai;Tamil Nadu;2800-280;THIMBLE ST 28x100MM 25/PK;469 CF Lab Catalogue Thimbles;5;8978.4;44892;;;;42.00;0;283711324;21.07.2025;DELHIVERY LIMITED;SOP-01695/25-26;260810332;19.07.2025;Elumalai
JSC-01583/25-26;21.07.2025;THE CHEMICAL CENTRE;Udaipur;Rajasthan;1001-918;GR 1 46X57CM 500/PK;467 CF Lab Catalogue Qualitative;10;39341.4;393414;440624;0;0;42.00;0;283711423;21.07.2025;DELHIVERY LIMITED;SOP-01704/25-26;PO25-0305;19.07.2025;Jitender
JSC-01584/25-26;21.07.2025;MEDISPRAY LABORATORIES PVT.LTD.;Satara;Maharashtra;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;10;3700;37000;43660;0;0;40.23;0;BHIWANDI;22.07.2025;KRISH COLD CHAIN LOGISTICS PVT LTD;SOP-01679/25-26;4800758188;18.07.2025;Ashish
JSC-01585/25-26;21.07.2025;CIPLA LTD.,. (INDORE);Dhar;Madhya Pradesh;6872-2504;GD/X 25/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;10;24650;246500;433000;0;0;41.38;0;BHIWANDI;22.07.2025;KRISH COLD CHAIN LOGISTICS PVT LTD;SOP-01680/25-26;4800758196;18.07.2025;Jitender
JSC-01585/25-26;21.07.2025;CIPLA LTD.,. (INDORE);Dhar;Madhya Pradesh;6872-1304;Whatman GD/X 13/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;10;18650;186500;;;;39.45;0;BHIWANDI;22.07.2025;KRISH COLD CHAIN LOGISTICS PVT LTD;SOP-01680/25-26;4800758196;18.07.2025;Jitender
JSC-01586/25-26;21.07.2025;CIPLA LTD (UNIT 2) P;Thane;Maharashtra;6874-2504;GD/X 25/0.45 PTFE 150/PK;490 EF Lab Cat Syringe Filters;5;23600;118000;139240;0;0;40.30;0;BHIWANDI;22.07.2025;KRISH COLD CHAIN LOGISTICS PVT LTD;SOP-01709/25-26;4800758626;21.07.2025;Rahul
JSC-01587/25-26;21.07.2025;MEDISPRAY LABORATORIES PVT.LTD.;Satara;Maharashtra;6874-1304;Whatman GD/X 13/0.45 PTFE 150/PK;490 EF Lab Cat Syringe Filters;4;18400;73600;86848;0;0;39.53;0;BHIWANDI;22.07.2025;KRISH COLD CHAIN LOGISTICS PVT LTD;SOP-01708/25-26;4800758575;21.07.2025;Ashish
JSC-01588/25-26;21.07.2025;CIPLA LTD. (HIMACHAL PRADESH);Baddi;Himachal Pradesh;GFAE025100;A/E Glass fiber Disc filter, 25mm,100/pk;PALL LIFESCIENCE;20;1683;33660;39719;0;0;69.95;0;BHIWANDI;22.07.2025;KRISH COLD CHAIN LOGISTICS PVT LTD;SOP-01629/25-26;4800756866;15.07.2025;Nitin
JSC-01589/25-26;21.07.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1003-125;GR 3 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;3;2424.4;7273.2;133632;0;200;42.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01713/25-26,SOP-01694/25-26;188,000186;19.07.2025;Shishir
JSC-01589/25-26;21.07.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1820-047;GF/A 4.7CM 100/PK;461 GF Lab Catalogue;6;3346.6;20079.6;;;;42.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01713/25-26,SOP-01694/25-26;188,000186;19.07.2025;Shishir
JSC-01589/25-26;21.07.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;25;3427.8;85695;;;;42.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01713/25-26,SOP-01694/25-26;188,000186;19.07.2025;Shishir
JSC-01590/25-26;21.07.2025;THE ILECO;Chennai;Tamil Nadu;1001-070;GR 1 7.0CM 100/PK;467 CF Lab Catalogue Qualitative;20;1078.8;21576;39649;0;200;42.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01691/25-26,SOP-01706/25-26;578,588;19.07.2025;Elumalai
JSC-01590/25-26;21.07.2025;THE ILECO;Chennai;Tamil Nadu;4251;Acro Vent 50mm PTFE .2um HB 18pk;PALL LIFESCIENCE;1;11825.1;11825.1;;;;37.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01691/25-26,SOP-01706/25-26;578,588;19.07.2025;Elumalai
JSC-01591/25-26;21.07.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;7184-004;WCN WH 0.45uM 47MM 100/PK;478 Lab Membranes - Catalogue;2;3607.6;7215.2;8573;0;50;42.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01698/25-26;74;19.07.2025;Shishir
JSC-01592/25-26;21.07.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;AP-4310;Acrodisc PSF GF/PVDF .45um 200/50pk;PALL LIFESCIENCE;1;36477;36477;139305;0;400;0.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01697/25-26;AF-P-056/25-26;19.07.2025;Shishir
JSC-01592/25-26;21.07.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;5;1125.2;5626;;;;42.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01697/25-26;AF-P-056/25-26;19.07.2025;Shishir
JSC-01592/25-26;21.07.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;10;3590.2;35902;;;;42.00;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01697/25-26;AF-P-056/25-26;19.07.2025;Shishir
JSC-01592/25-26;21.07.2025;ABSOLUTE FILTERTECH;Ahmedabad;Gujarat;NR025100I;Ultipor Nylon Filter Disc 25mm 100pk;PALL LIFESCIENCE;50;793;39650;;;;82.26;0;2,01E+11;21.07.2025;Mahavir Courier;SOP-01697/25-26;AF-P-056/25-26;19.07.2025;Shishir
JSC-01593/25-26;21.07.2025;BUREAU VERITAS (I) PVT LTD. KOLKATA;Kolkata;West Bengal;1820-866;GF/A 8x10IN 100/PK;461 GF Lab Catalogue;3;23124;69372;81859;0;0;40.00;0;51619798064;21.07.2025;BLUE DART EXPRESS LTD;SOP-01710/25-26;25048106-OP-00259;17.07.2025;Arnab
JSC-01594/25-26;21.07.2025;VM Sciences;Banglore;Karnataka;1001-047;GR 1 4.7CM 100/PK;467 CF Lab Catalogue Qualitative;1;1038.2;1038.2;14006;0;600;42.00;0;51619798053;21.07.2025;BLUE DART EXPRESS LTD;SOP-01701/25-26,SOP-01685/25-26;VMB-PO/0725/0038,VMB-PO/0725/0037;19.07.2025;Vishnu Kiran
JSC-01594/25-26;21.07.2025;VM Sciences;Banglore;Karnataka;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;4;2557.8;10231.2;;;;37.00;0;51619798053;21.07.2025;BLUE DART EXPRESS LTD;SOP-01701/25-26,SOP-01685/25-26;VMB-PO/0725/0038,VMB-PO/0725/0037;19.07.2025;Vishnu Kiran
JSC-01595/25-26;21.07.2025;Ajay Scientific Co.;Mumbai;Maharashtra;8115-2250;CF5 22 mm x 50m;475 CF Pad for DX;1;11138.4;11138.4;142734;0;0;0.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01699/25-26,SOP-01338/25-26;36,28;19.07.2025;Rahul
JSC-01595/25-26;21.07.2025;Ajay Scientific Co.;Mumbai;Maharashtra;1001-320;GR 1 32.0CM 100/PK;467 CF Lab Catalogue Qualitative;3;5295.4;15886.2;;;;42.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01699/25-26,SOP-01338/25-26;36,28;19.07.2025;Rahul
JSC-01595/25-26;21.07.2025;Ajay Scientific Co.;Mumbai;Maharashtra;1005-110;GR 5 11CM 100/PK;467 CF Lab Catalogue Qualitative;10;1421;14210;;;;42.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01699/25-26,SOP-01338/25-26;36,28;19.07.2025;Rahul
JSC-01595/25-26;21.07.2025;Ajay Scientific Co.;Mumbai;Maharashtra;1441-185;GR 41 18.5CM 100/PK;468 CF Lab Catalogue Quantitative;4;7545.8;30183.2;;;;42.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01699/25-26,SOP-01338/25-26;36,28;19.07.2025;Rahul
JSC-01595/25-26;21.07.2025;Ajay Scientific Co.;Mumbai;Maharashtra;1821-047;GF/B 4.7CM 100/PK;461 GF Lab Catalogue;3;5301.2;15903.6;;;;42.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01699/25-26,SOP-01338/25-26;36,28;19.07.2025;Rahul
JSC-01595/25-26;21.07.2025;Ajay Scientific Co.;Mumbai;Maharashtra;1822-047;GF/C 4.7CM 100/PK;461 GF Lab Catalogue;10;3364;33640;;;;42.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01699/25-26,SOP-01338/25-26;36,28;19.07.2025;Rahul
JSC-01596/25-26;21.07.2025;BIOLINKK;New Delhi;Delhi;10427806;GB003 70x100MM 100/PK;Pure Cellulose Blotting Sheets;1;1505.7;1505.7;1895;0;100;0.00;0;1,00E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01333/25-26;BK/PUR/6965-RR;27.06.2025;Rakesh Ranjan
JSC-01597/25-26;21.07.2025;THE CHEMICAL CENTRE;Udaipur;Rajasthan;1820-047;GF/A 4.7CM 100/PK;461 GF Lab Catalogue;30;3346.6;100398;142969;0;300;42.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01704/25-26;PO25-0305;19.07.2025;Jitender
JSC-01597/25-26;21.07.2025;THE CHEMICAL CENTRE;Udaipur;Rajasthan;1821-025;GF/B 2.5CM 100/PK;461 GF Lab Catalogue;7;2923.2;20462.4;;;;42.00;0;5,01E+11;21.07.2025;TRACKON COURIERS PVT.LTD.;SOP-01704/25-26;PO25-0305;19.07.2025;Jitender
JSC-01598/25-26;21.07.2025;TEJAS ENTERPRISE;Mumbai;Maharashtra;1001-185;GR 1 18.5CM 100/PK;467 CF Lab Catalogue Qualitative;5;1977.8;9889;11669;0;0;42.00;0;BHIWANDI;23.07.2025;hand delivery;SOP-01696/25-26;TEO-00115/25-26;19.07.2025;Rahul
JSC-01599/25-26;21.07.2025;INTERNATIONAL TRADERS.(DELHI);Delhi;Delhi;2300-916;BENCHKOTE SHEET 46x57CM 50/PK;471 Lab Catalogue Speciality;50;4535.6;226780;267600;0;0;42.00;0;283706392;21.07.2025;DELHIVERY LIMITED;SOP-01494/25-26;Email;08.07.2025;Rakesh Ranjan
JSC-01600/25-26;21.07.2025;OSWAL SCIENTIFIC STORES (CHANDIGARH);Chandigarh;Chandigarh;7222I;Emfab Pallflex TX40 HI20-WW 70mm 100pk;PALL LIFESCIENCE;2;15266;30532;36500;0;400;44.89;0;58933433742;21.07.2025;BLUE DART EXPRESS LTD;SOP-01280/25-26;21;25.06.2025;Nitin
JSC-01601/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;6874-2502;GD/X 25/0.2 PTFE 150/PK;490 EF Lab Cat Syringe Filters;2;25376.4;50752.8;524124;0;0;37.00;0;283777825;23.07.2025;DELHIVERY LIMITED;SOP-01497/25-26,SOP-01264/25-26,SOP-01364/25-26,SOP-01210/25-26,SOP-01586/25-26;183,156,168,146,182;12.07.2025;Sreenivas Mandadi
JSC-01601/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;7592-104;PM 2.5 PTFE W/PP RING 50/PK;478 Lab Membranes - Catalogue;10;13595.2;135952;;;;42.00;0;283777825;23.07.2025;DELHIVERY LIMITED;SOP-01497/25-26,SOP-01264/25-26,SOP-01364/25-26,SOP-01210/25-26,SOP-01586/25-26;183,156,168,146,182;12.07.2025;Sreenivas Mandadi
JSC-01601/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;1440-150;GR 40 15CM 100/PK;468 CF Lab Catalogue Quantitative;50;4535.6;226780;;;;42.00;0;283777825;23.07.2025;DELHIVERY LIMITED;SOP-01497/25-26,SOP-01264/25-26,SOP-01364/25-26,SOP-01210/25-26,SOP-01586/25-26;183,156,168,146,182;12.07.2025;Sreenivas Mandadi
JSC-01601/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;1820-037;GF/A 3.7CM 100/PK;461 GF Lab Catalogue;5;3143.6;15718;;;;42.00;0;283777825;23.07.2025;DELHIVERY LIMITED;SOP-01497/25-26,SOP-01264/25-26,SOP-01364/25-26,SOP-01210/25-26,SOP-01586/25-26;183,156,168,146,182;12.07.2025;Sreenivas Mandadi
JSC-01601/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;1822-025;GF/C 2.5CM 100/PK;461 GF Lab Catalogue;5;2279.4;11397;;;;42.00;0;283777825;23.07.2025;DELHIVERY LIMITED;SOP-01497/25-26,SOP-01264/25-26,SOP-01364/25-26,SOP-01210/25-26,SOP-01586/25-26;183,156,168,146,182;12.07.2025;Sreenivas Mandadi
JSC-01601/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;1005-125;GR 5 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;2;1786.4;3572.8;;;;42.00;0;283777825;23.07.2025;DELHIVERY LIMITED;SOP-01497/25-26,SOP-01264/25-26,SOP-01364/25-26,SOP-01210/25-26,SOP-01586/25-26;183,156,168,146,182;12.07.2025;Sreenivas Mandadi
JSC-01602/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;100;3456.8;345680;502842;0;0;42.00;0;283777699;23.07.2025;DELHIVERY LIMITED;SOP-01586/25-26,SOP-01253/25-26,SOP-01472/25-26;182,MA2325,MA0525;12.07.2025;Sreenivas Mandadi
JSC-01602/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;1452-125;GR 52 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;2;5260.6;10521.2;;;;42.00;0;283777699;23.07.2025;DELHIVERY LIMITED;SOP-01586/25-26,SOP-01253/25-26,SOP-01472/25-26;182,MA2325,MA0525;12.07.2025;Sreenivas Mandadi
JSC-01602/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;6894-2504;GD/X 25/0.45 GMF 150/PK;490 EF Lab Cat Syringe Filters;1;32967.9;32967.9;;;;37.00;0;283777699;23.07.2025;DELHIVERY LIMITED;SOP-01586/25-26,SOP-01253/25-26,SOP-01472/25-26;182,MA2325,MA0525;12.07.2025;Sreenivas Mandadi
JSC-01602/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;9910-2504;Whatman Uniflo 25mm 0.45 Nylon 500/PK;490 EF Lab Cat Syringe Filters;1;12322.8;12322.8;;;;37.00;0;283777699;23.07.2025;DELHIVERY LIMITED;SOP-01586/25-26,SOP-01253/25-26,SOP-01472/25-26;182,MA2325,MA0525;12.07.2025;Sreenivas Mandadi
JSC-01602/25-26;23.07.2025;CRYSTAL SCIENTIFICS;Hyderabad;Telangana;9910-2504;Whatman Uniflo 25mm 0.45 Nylon 500/PK;490 EF Lab Cat Syringe Filters;2;12322.8;24645.6;;;;37.00;0;283777699;23.07.2025;DELHIVERY LIMITED;SOP-01586/25-26,SOP-01253/25-26,SOP-01472/25-26;182,MA2325,MA0525;12.07.2025;Sreenivas Mandadi
JSC-01603/25-26;23.07.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1001-918;GR 1 46X57CM 500/PK;467 CF Lab Catalogue Qualitative;1;39341.4;39341.4;89807;0;0;42.00;0;283777852;23.07.2025;DELHIVERY LIMITED;SOP-01705/25-26;AK/389;19.07.2025;Ashish
JSC-01603/25-26;23.07.2025;UPPER INDIA SCIENTIFIC CO. (NAGPUR);Nagpur;Maharashtra;1442-917;GR 42 46 x 57CM 100/PK;468 CF Lab Catalogue Quantitative;1;40843.6;40843.6;;;;42.00;0;283777852;23.07.2025;DELHIVERY LIMITED;SOP-01705/25-26;AK/389;19.07.2025;Ashish
JSC-01604/25-26;23.07.2025;BIOSOLUTIONS INDIA (WHM);Hyderabad;Telangana;UFP-30-C-MM01A;UFP-30-C-MM01A Hollow Fiber Cartridge;Bio Process;1;15668.1;15668.1;18488;0;0;0.00;0;58153551691;23.07.2025;BLUE DART EXPRESS LTD;SOP-01004/25-26;BSI/PO/2025/3053;10.06.2025;Krishna
JSC-01605/25-26;23.07.2025;THE ILECO;Chennai;Tamil Nadu;1440-012;GR 40 1.27CM 400/PK;468 CF Lab Catalogue Quantitative;1;1902.4;1902.4;375627;0;0;42.00;0;283778272;23.07.2025;DELHIVERY LIMITED;SOP-01724/25-26,SOP-05806/24-25,SOP-01319/25-26,SOP-01417/25-26,SOP-01565/25-26,SOP-01131/25-26,SOP-;593,1618,453,478,541,380,234;22.07.2025;Elumalai
JSC-01605/25-26;23.07.2025;THE ILECO;Chennai;Tamil Nadu;10300106;589/2 WHTRIB 50MM 100/PK;468 CF Lab Catalogue Quantitative;1;2575.2;2575.2;;;;42.00;0;283778272;23.07.2025;DELHIVERY LIMITED;SOP-01724/25-26,SOP-05806/24-25,SOP-01319/25-26,SOP-01417/25-26,SOP-01565/25-26,SOP-01131/25-26,SOP-;593,1618,453,478,541,380,234;22.07.2025;Elumalai
JSC-01605/25-26;23.07.2025;THE ILECO;Chennai;Tamil Nadu;10417006;NUC PC 25MM 0.2uM 100/PK;478 Lab Membranes - Catalogue;2;11263.6;22527.2;;;;42.00;0;283778272;23.07.2025;DELHIVERY LIMITED;SOP-01724/25-26,SOP-05806/24-25,SOP-01319/25-26,SOP-01417/25-26,SOP-01565/25-26,SOP-01131/25-26,SOP-;593,1618,453,478,541,380,234;22.07.2025;Elumalai
JSC-01605/25-26;23.07.2025;THE ILECO;Chennai;Tamil Nadu;9910-2502;Whatman Uniflo 25mm 0.22 Nylon 500/PK;490 EF Lab Cat Syringe Filters;1;12222;12222;;;;37.00;0;283778272;23.07.2025;DELHIVERY LIMITED;SOP-01724/25-26,SOP-05806/24-25,SOP-01319/25-26,SOP-01417/25-26,SOP-01565/25-26,SOP-01131/25-26,SOP-;593,1618,453,478,541,380,234;22.07.2025;Elumalai
JSC-01605/25-26;23.07.2025;THE ILECO;Chennai;Tamil Nadu;4628;VacuCap PF 90mm SUPOR .8/.2um gam 10pk;PALL LIFESCIENCE;5;16376;81880;;;;38.90;0;283778272;23.07.2025;DELHIVERY LIMITED;SOP-01724/25-26,SOP-05806/24-25,SOP-01319/25-26,SOP-01417/25-26,SOP-01565/25-26,SOP-01131/25-26,SOP-;593,1618,453,478,541,380,234;22.07.2025;Elumalai
JSC-01605/25-26;23.07.2025;THE ILECO;Chennai;Tamil Nadu;TA4622;Vacucap 90 TA SUPOR .2um gam 10pk;PALL LIFESCIENCE;9;14332.5;128992.5;;;;37.00;0;283778272;23.07.2025;DELHIVERY LIMITED;SOP-01724/25-26,SOP-05806/24-25,SOP-01319/25-26,SOP-01417/25-26,SOP-01565/25-26,SOP-01131/25-26,SOP-;593,1618,453,478,541,380,234;22.07.2025;Elumalai
JSC-01605/25-26;23.07.2025;THE ILECO;Chennai;Tamil Nadu;AP-4523;Acrodisc PSF GLASS 1um 200/50pk;PALL LIFESCIENCE;2;34114.5;68229;;;;37.00;0;283778272;23.07.2025;DELHIVERY LIMITED;SOP-01724/25-26,SOP-05806/24-25,SOP-01319/25-26,SOP-01417/25-26,SOP-01565/25-26,SOP-01131/25-26,SOP-;593,1618,453,478,541,380,234;22.07.2025;Elumalai
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;4520;Acrodisc 25mm PVDF .2um 1000pk;PALL LIFESCIENCE;1;219870;219870;922466;0;0;37.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;4892;Lab Manifold Standard adapter 3pk;PALL LIFESCIENCE;1;42840;42840;;;;37.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;AP-4916;Acrodisc PSF 25mm wwPTFE .45um 200pk;PALL LIFESCIENCE;2;31947.3;63894.6;;;;37.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;AP-4919;Acrodisc PSF 25mm GF/wwPTFE .45um 200pk;PALL LIFESCIENCE;1;27503;27503;;;;0.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;AP-4916;Acrodisc PSF 25mm wwPTFE .45um 200pk;PALL LIFESCIENCE;4;31947.3;127789.2;;;;37.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;AP-4919;Acrodisc PSF 25mm GF/wwPTFE .45um 200pk;PALL LIFESCIENCE;2;27503;55006;;;;0.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;2300-917;BENCHKOTE SHEET 46x57CM 100/PK;471 Lab Catalogue Speciality;4;7841.6;31366.4;;;;42.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;4889;Lab Manifold 3-place SS no adapters 1pk;PALL LIFESCIENCE;1;172519.2;172519.2;;;;37.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01606/25-26;23.07.2025;PHARMAIDS AND EQUIPMENTS;Bicholim;Goa;4406;Acrodisc 25mm PVDF .2um 200/50pk;Pall Life Sciences;1;40962.6;40962.6;;;;37.00;0;283779492;23.07.2025;DELHIVERY LIMITED;SOP-00865/25-26,SOP-01285/25-26,SOP-01412/25-26,SOP-00891/25-26,SOP-06022/24-25;27/25-26,41/25-26,47/25-26,30/25-26,6880;02.07.2025;Rahul
JSC-01607/25-26;23.07.2025;EQUISOLV SCIENTIFIC SOLUTIONS LLP;Panaji;Goa;AP-4529;Acrodisc PSF 25mm GF/GLASS 1um 1000pk;PALL LIFESCIENCE;1;180463.5;180463.5;1251413;0;0;37.00;0;283779193;23.07.2025;DELHIVERY LIMITED;SOP-01309/25-26;ESS/25-26/75;26.06.2025;Rahul
JSC-01607/25-26;23.07.2025;EQUISOLV SCIENTIFIC SOLUTIONS LLP;Panaji;Goa;4929;Acrodisc 25mm wwPTFE .2um 1000pk;PALL LIFESCIENCE;1;221772.6;221772.6;;;;37.00;0;283779193;23.07.2025;DELHIVERY LIMITED;SOP-01309/25-26;ESS/25-26/75;26.06.2025;Rahul
JSC-01607/25-26;23.07.2025;EQUISOLV SCIENTIFIC SOLUTIONS LLP;Panaji;Goa;AP-4915;Acrodisc PSF 25mm GF/wwPTFE .2um 1000pk;PALL LIFESCIENCE;2;167139;334278;;;;0.00;0;283779193;23.07.2025;DELHIVERY LIMITED;SOP-01309/25-26;ESS/25-26/75;26.06.2025;Rahul
JSC-01607/25-26;23.07.2025;EQUISOLV SCIENTIFIC SOLUTIONS LLP;Panaji;Goa;6886-2512;GD/X 25/1.2 GF/C 150/PK;490 EF Lab Cat Syringe Filters;5;32634;163170;;;;37.00;0;283779193;23.07.2025;DELHIVERY LIMITED;SOP-01309/25-26;ESS/25-26/75;26.06.2025;Rahul
JSC-01607/25-26;23.07.2025;EQUISOLV SCIENTIFIC SOLUTIONS LLP;Panaji;Goa;MCPM45C67;MICROSEP ADV 0.45UM 24/PK;PALL LIFESCIENCE;5;17469.9;87349.5;;;;37.00;0;283779193;23.07.2025;DELHIVERY LIMITED;SOP-01309/25-26;ESS/25-26/75;26.06.2025;Rahul
JSC-01607/25-26;23.07.2025;EQUISOLV SCIENTIFIC SOLUTIONS LLP;Panaji;Goa;10350242;603 CELTHIMBLE 33x94MM 25/PK;469 CF Lab Catalogue Thimbles;5;14697.2;73486;;;;42.00;0;283779193;23.07.2025;DELHIVERY LIMITED;SOP-01309/25-26;ESS/25-26/75;26.06.2025;Rahul
JSC-01608/25-26;23.07.2025;Bharat Electronics Ltd;Pune;Maharashtra;2105-918;105 46x57CM 500/PK LENSTISSUE;471 Lab Catalogue Speciality;12;24186.24;290234.88;342477;0;0;40.40;0;53586120394;23.07.2025;BLUE DART EXPRESS LTD;SOP-01517/25-26;4000543693;19.06.2025;Ashish
